time,elapsed,local,host,zack,pick,charged,held,s2charges,ultcharge,grounded,casterY,ultRemaining,bolts,boltX,boltZ,chargeVisuals,chargedFlight,shoeState,shoeX,shoeY,shoeZ,frontStun,frontX,frontY,frontZ,magnetRemaining,wallTime
27.7037929575518,15.29743,1,0,1,3,0,1,0,20,1,0.1799999,0,0,0,0,0,0,1,-0.8937952,1.012286,-8.156915,0,3,0.0493712,-5,0,63925003226.4301
27.7650931723602,15.35742,1,0,1,3,0,1,0,20,1,0.1799999,0,0,0,0,0,0,1,-0.6395616,0.7818482,-8.563443,0,3,0.01746575,-5,0,63925003226.478
27.8152608509921,15.41741,1,0,1,3,0,1,0,20,1,0.1799999,0,0,0,0,0,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01118143,-5,0,63925003226.5273
27.8819291520678,15.4774,1,0,1,3,0,1,0,20,1,0.1799999,0,0,0,0,0,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01017132,-5,0,63925003226.5946
27.9485967613384,15.53739,1,0,1,3,0,1,0,20,1,0.1799999,0,0,0,0,0,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01002359,-5,0,63925003226.6617
27.9990976707451,15.59738,1,0,1,3,0,1,0,20,1,0.1799999,0,0,0,0,0,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01000314,-5,0,63925003226.711
28.0495985801518,15.63737,1,0,1,3,1,1,0,20,1,0.1799999,0,0,0,0,2,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01000081,-5,6.731664,63925003226.7619
28.1001410995238,15.69736,1,0,1,3,1,1,0,20,1,0.1799999,0,0,0,0,2,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.0100001,-5,6.681664,63925003226.8111
28.1506417060457,15.73736,1,0,1,3,1,1,0,20,1,0.1799999,0,0,0,0,2,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01000002,-5,6.631622,63925003226.8606
28.2011424085125,15.81734,1,0,1,3,1,1,0,20,1,0.1799999,0,0,0,0,2,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.01,-5,6.581621,63925003226.9108
28.2516438258626,15.85734,1,0,1,3,1,1,0,20,1,0.1799999,0,0,0,0,2,0,1,-0.4371212,0.9322861,-8.646811,0,3,0.009999998,-5,6.53162,63925003226.9618
