frame,real_seconds,focus_amount,control_scale,label_scale
59,0.380194,1.000000,1.000000,1.000000
60,0.383488,1.000000,1.000000,1.000000
61,0.386904,1.000000,1.000000,1.000000
62,0.390139,1.000000,1.000000,1.000000
63,0.393469,1.000000,1.000000,1.000000
64,0.396915,1.000000,1.000000,1.000000
65,0.400154,1.000000,1.000000,1.000000
66,0.403624,1.000000,1.000000,1.000000
67,0.406820,1.000000,1.000000,1.000000
68,0.410212,1.000000,1.000000,1.000000
69,0.435066,1.000000,1.000000,1.000000
70,0.460323,1.000000,1.000000,1.000000
71,0.460655,1.000000,1.000000,1.000000
72,0.463301,1.000000,1.000000,1.000000
73,0.466881,1.000000,1.000000,1.000000
74,0.470165,1.000000,1.000000,1.000000
75,0.473526,1.000000,1.000000,1.000000
76,0.476875,1.000000,1.000000,1.000000
77,0.480690,1.000000,1.000000,1.000000
78,0.483709,1.000000,1.000000,1.000000
79,0.487103,1.000000,1.000000,1.000000
80,0.490414,1.000000,1.000000,1.000000
81,0.493723,1.000000,1.000000,1.000000
82,0.497049,1.000000,1.000000,1.000000
83,0.500629,1.000000,1.000000,1.000000
84,0.503641,1.000000,1.000000,1.000000
85,0.506819,1.000000,1.000000,1.000000
86,0.510326,1.000000,1.000000,1.000000
87,0.537500,1.000000,1.000000,1.000000
88,0.564308,1.000000,1.000000,1.000000
89,0.564600,1.000000,1.000000,1.000000
90,0.566658,1.000000,1.000000,1.000000
91,0.570204,1.000000,1.000000,1.000000
92,0.573486,1.000000,1.000000,1.000000
93,0.576847,1.000000,1.000000,1.000000
94,0.580168,1.000000,1.000000,1.000000
95,0.583427,1.000000,1.000000,1.000000
96,0.586798,1.000000,1.000000,1.000000
97,0.590296,1.000000,1.000000,1.000000
98,0.593388,1.000000,1.000000,1.000000
99,0.596806,1.000000,1.000000,1.000000
100,0.600229,1.000000,1.000000,1.000000
101,0.603540,1.000000,1.000000,1.000000
102,0.606894,1.000000,1.000000,1.000000
103,0.610212,1.000000,1.000000,1.000000
104,0.635359,1.000000,1.000000,1.000000
105,0.660648,1.000000,1.000000,1.000000
106,0.661135,1.000000,1.000000,1.000000
107,0.663773,1.000000,1.000000,1.000000
108,0.666977,1.000000,1.000000,1.000000
109,0.670277,1.000000,1.000000,1.000000
110,0.673670,1.000000,1.000000,1.000000
111,0.676910,1.000000,1.000000,1.000000
112,0.680603,1.000000,1.000000,1.000000
113,0.683651,1.000000,1.000000,1.000000
114,0.686766,1.000000,1.000000,1.000000
115,0.690142,1.000000,1.000000,1.000000
116,0.693607,1.000000,1.000000,1.000000
117,0.696882,1.000000,1.000000,1.000000
118,0.700323,1.000000,1.000000,1.000000
119,0.703785,1.000000,1.000000,1.000000
120,0.707031,1.000000,1.000000,1.000000
121,0.710428,1.000000,1.000000,1.000000
122,0.735487,1.000000,1.000000,1.000000
123,0.760809,1.000000,1.000000,1.000000
124,0.761120,1.000000,1.000000,1.000000
125,0.763428,1.000000,1.000000,1.000000
126,0.766970,1.000000,1.000000,1.000000
127,0.770144,1.000000,1.000000,1.000000
128,0.773432,1.000000,1.000000,1.000000
129,0.776945,1.000000,1.000000,1.000000
130,0.780157,1.000000,1.000000,1.000000
131,0.783524,1.000000,1.000000,1.000000
132,0.786787,1.000000,1.000000,1.000000
133,0.790144,1.000000,1.000000,1.000000
134,0.793558,1.000000,1.000000,1.000000
135,0.796698,1.000000,1.000000,1.000000
136,0.800207,1.000000,1.000000,1.000000
137,0.803618,1.000000,1.000000,1.000000
138,0.806870,1.000000,1.000000,1.000000
139,0.810165,1.000000,1.000000,1.000000
140,0.813656,1.000000,1.000000,1.000000
141,0.838963,1.000000,1.000000,1.000000
142,0.865006,1.000000,1.000000,1.000000
143,0.865439,1.000000,1.000000,1.000000
144,0.866861,1.000000,1.000000,1.000000
145,0.870583,1.000000,1.000000,1.000000
146,0.874275,1.000000,1.000000,1.000000
147,0.877155,1.000000,1.000000,1.000000
148,0.880638,1.000000,1.000000,1.000000
149,0.883677,1.000000,1.000000,1.000000
150,0.887110,1.000000,1.000000,1.000000
151,0.890158,1.000000,1.000000,1.000000
152,0.893673,1.000000,1.000000,1.000000
153,0.897108,1.000000,1.000000,1.000000
154,0.900473,1.000000,1.000000,1.000000
155,0.903849,1.000000,1.000000,1.000000
156,0.906990,1.000000,1.000000,1.000000
157,0.910307,1.000000,1.000000,1.000000
158,0.913483,1.000000,1.000000,1.000000
159,0.943951,1.000000,1.000000,1.000000
160,0.974434,1.000000,1.000000,1.000000
161,0.974791,1.000000,1.000000,1.000000
162,0.976677,1.000000,1.000000,1.000000
163,0.980129,1.000000,1.000000,1.000000
164,0.983498,1.000000,1.000000,1.000000
165,0.986935,1.000000,1.000000,1.000000
166,0.990076,1.000000,1.000000,1.000000
167,0.993483,1.000000,1.000000,1.000000
168,0.996923,1.000000,1.000000,1.000000
169,1.000154,1.000000,1.000000,1.000000
170,1.003630,1.000000,1.000000,1.000000
171,1.006788,1.000000,1.000000,1.000000
172,1.010153,1.000000,1.000000,1.000000
173,1.013662,1.000000,1.000000,1.000000
174,1.016819,1.000000,1.000000,1.000000
175,1.044376,1.000000,1.000000,1.000000
176,1.071384,1.000000,1.000000,1.000000
177,1.071800,1.000000,1.000000,1.000000
178,1.073353,1.000000,1.000000,1.000000
179,1.076864,1.000000,1.000000,1.000000
180,1.080177,1.000000,1.000000,1.000000
181,1.083548,1.000000,1.000000,1.000000
182,1.086792,1.000000,1.000000,1.000000
183,1.090128,1.000000,1.000000,1.000000
184,1.093508,1.000000,1.000000,1.000000
185,1.096653,1.000000,1.000000,1.000000
186,1.100279,1.000000,1.000000,1.000000
187,1.103380,1.000000,1.000000,1.000000
188,1.106806,1.000000,1.000000,1.000000
189,1.110188,1.000000,1.000000,1.000000
190,1.113609,1.000000,1.000000,1.000000
191,1.116657,1.000000,1.000000,1.000000
192,1.120275,1.000000,1.000000,1.000000
193,1.146194,1.000000,1.000000,1.000000
194,1.172970,1.000000,1.000000,1.000000
195,1.173731,1.000000,1.000000,1.000000
196,1.176937,1.000000,1.000000,1.000000
197,1.180244,1.000000,1.000000,1.000000
198,1.183598,1.000000,1.000000,1.000000
199,1.187017,1.000000,1.000000,1.000000
200,1.190281,1.000000,1.000000,1.000000
201,1.193565,1.000000,1.000000,1.000000
202,1.197002,1.000000,1.000000,1.000000
203,1.200363,1.000000,1.000000,1.000000
204,1.203842,1.000000,1.000000,1.000000
205,1.207445,1.000000,1.000000,1.000000
206,1.210350,1.000000,1.000000,1.000000
207,1.213711,1.000000,1.000000,1.000000
208,1.216877,1.000000,1.000000,1.000000
209,1.220299,1.000000,1.000000,1.000000
210,1.248466,1.000000,1.000000,1.000000
211,1.276867,1.000000,1.000000,1.000000
212,1.277777,0.000000,1.000000,1.000000
213,1.280258,0.000000,1.000000,1.000000
214,1.283709,0.000000,1.000000,1.000000
215,1.286938,0.000000,1.000000,1.000000
216,1.290098,0.000000,1.000000,1.000000
217,1.293486,0.000000,1.000000,1.000000
218,1.296963,0.000000,1.000000,1.000000
219,1.300156,0.000000,1.000000,1.000000
220,1.303493,0.000000,1.000000,1.000000
221,1.306824,0.000000,1.000000,1.000000
222,1.310291,0.000000,1.000000,1.000000
223,1.313513,0.000000,1.000000,1.000000
224,1.316805,0.000000,1.000000,1.000000
225,1.320362,0.000000,1.000000,1.000000
226,1.323593,0.000000,1.000000,1.000000
227,1.349195,0.000000,1.000000,1.000000
228,1.353674,0.000000,1.000000,1.000000
229,1.357056,0.000000,1.000000,1.000000
230,1.360371,0.000000,1.000000,1.000000
231,1.363590,0.000000,1.000000,1.000000
232,1.366802,0.000000,1.000000,1.000000
233,1.370352,0.000000,1.000000,1.000000
234,1.373606,0.000000,1.000000,1.000000
235,1.376860,0.000000,1.000000,1.000000
236,1.380219,0.000000,1.000000,1.000000
237,1.383495,0.000000,1.000000,1.000000
238,1.386900,0.000000,1.000000,1.000000
239,1.390211,0.000000,1.000000,1.000000
240,1.393389,0.000000,1.000000,1.000000
241,1.396715,0.000000,1.000000,1.000000
242,1.400276,0.000000,1.000000,1.000000
243,1.404100,0.000000,1.000000,1.000000
244,1.407089,0.000000,1.000000,1.000000
245,1.410328,0.000000,1.000000,1.000000
246,1.413691,0.000000,1.000000,1.000000
247,1.416956,0.000000,1.000000,1.000000
248,1.420368,0.000000,1.000000,1.000000
249,1.423689,0.000000,1.000000,1.000000
250,1.450424,0.000000,1.000000,1.000000
251,1.477894,0.000000,1.000000,1.000000
252,1.478199,0.000000,1.000000,1.000000
253,1.479935,0.000000,1.000000,1.000000
254,1.483650,0.000000,1.000000,1.000000
255,1.486864,0.000000,1.000000,1.000000
256,1.490162,0.000000,1.000000,1.000000
257,1.493544,0.000000,1.000000,1.000000
258,1.496834,0.000000,1.000000,1.000000
259,1.500101,0.000000,1.000000,1.000000
260,1.503532,0.000000,1.000000,1.000000
261,1.506874,0.000000,1.000000,1.000000
262,1.510019,0.000000,1.000000,1.000000
263,1.513626,0.000000,1.000000,1.000000
264,1.516724,0.000000,1.000000,1.000000
265,1.520220,0.000000,1.000000,1.000000
266,1.523607,0.000000,1.000000,1.000000
267,1.526789,0.000000,1.000000,1.000000
268,1.552380,0.000000,1.000000,1.000000
269,1.578651,0.000000,1.000000,1.000000
270,1.578951,0.000000,1.000000,1.000000
271,1.579941,0.000000,1.000000,1.000000
272,1.583561,0.000000,1.000000,1.000000
273,1.586792,0.000000,1.000000,1.000000
274,1.590136,0.000000,1.000000,1.000000
275,1.593615,0.000000,1.000000,1.000000
276,1.597185,0.000000,1.000000,1.000000
277,1.600245,0.000000,1.000000,1.000000
278,1.603613,0.000000,1.000000,1.000000
279,1.607033,0.000000,1.000000,1.000000
280,1.610317,0.000000,1.000000,1.000000
281,1.613626,0.000000,1.000000,1.000000
282,1.617140,0.000000,1.000000,1.000000
283,1.620365,0.000000,1.000000,1.000000
284,1.623583,0.000000,1.000000,1.000000
285,1.626972,0.000000,1.000000,1.000000
286,1.630320,0.000000,1.000000,1.000000
287,1.657253,0.000000,1.000000,1.000000
288,1.684002,0.000000,1.000000,1.000000
289,1.684303,0.000000,1.000000,1.000000
290,1.686605,0.000000,1.000000,1.000000
291,1.690228,0.000000,1.000000,1.000000
292,1.693447,0.000000,1.000000,1.000000
293,1.696882,0.000000,1.000000,1.000000
294,1.700111,0.000000,1.000000,1.000000
295,1.703526,0.000000,1.000000,1.000000
296,1.706776,0.000000,1.000000,1.000000
297,1.710093,0.000000,1.000000,1.000000
298,1.713526,0.000000,1.000000,1.000000
299,1.716856,0.000000,1.000000,1.000000
300,1.720232,0.000000,1.000000,1.000000
301,1.723486,0.000000,1.000000,1.000000
302,1.726656,0.000000,1.000000,1.000000
303,1.730186,0.000000,1.000000,1.000000
304,1.733423,0.000000,1.000000,1.000000
305,1.758312,0.000000,1.000000,1.000000
306,1.783154,0.000000,1.000000,1.000000
307,1.783503,0.000000,1.000000,1.000000
308,1.787142,0.000000,1.000000,1.000000
309,1.790354,0.000000,1.000000,1.000000
310,1.793736,0.000000,1.000000,1.000000
311,1.796848,0.000000,1.000000,1.000000
312,1.800407,0.000000,1.000000,1.000000
313,1.803612,0.000000,1.000000,1.000000
314,1.806850,0.000000,1.000000,1.000000
315,1.810335,0.000000,1.000000,1.000000
316,1.813677,0.000000,1.000000,1.000000
317,1.816948,0.000000,1.000000,1.000000
318,1.820171,0.000000,1.000000,1.000000
319,1.823730,0.000000,1.000000,1.000000
320,1.826872,0.000000,1.000000,1.000000
321,1.830500,0.000000,1.000000,1.000000
322,1.833687,0.000000,1.000000,1.000000
323,1.859966,0.000000,1.000000,1.000000
324,1.872021,0.000000,1.000000,1.000000
325,1.872459,0.000000,1.000000,1.000000
326,1.873848,0.000000,1.000000,1.000000
327,1.876703,0.000000,1.000000,1.000000
328,1.880142,0.000000,1.000000,1.000000
329,1.883566,0.000000,1.000000,1.000000
330,1.886873,0.000000,1.000000,1.000000
331,1.890079,0.000000,1.000000,1.000000
332,1.893534,0.000000,1.000000,1.000000
333,1.896757,0.000000,1.000000,1.000000
334,1.900257,0.000000,1.000000,1.000000
335,1.903593,0.000000,1.000000,1.000000
336,1.906776,0.000000,1.000000,1.000000
337,1.910229,0.000000,1.000000,1.000000
338,1.913477,0.000000,1.000000,1.000000
339,1.916761,0.000000,1.000000,1.000000
340,1.920172,0.000000,1.000000,1.000000
341,1.923431,0.000000,1.000000,1.000000
342,1.926792,0.000000,1.000000,1.000000
343,1.930105,0.000000,1.000000,1.000000
344,1.933594,0.000000,1.000000,1.000000
345,1.936743,0.000000,1.000000,1.000000
346,1.962080,0.000000,1.000000,1.000000
347,1.987972,0.000000,1.000000,1.000000
348,1.988384,0.000000,1.000000,1.000000
349,1.990549,0.000000,1.000000,1.000000
350,1.993551,0.000000,1.000000,1.000000
351,1.996964,0.000000,1.000000,1.000000
352,2.000282,0.000000,1.000000,1.000000
353,2.003654,0.000000,1.000000,1.000000
354,2.007040,0.000000,1.000000,1.000000
355,2.010418,0.000000,1.000000,1.000000
356,2.013630,0.000000,1.000000,1.000000
357,2.016983,0.000000,1.000000,1.000000
358,2.020416,0.000000,1.000000,1.000000
359,2.023516,0.000000,1.000000,1.000000
360,2.027346,0.000000,1.000000,1.000000
361,2.030336,0.000000,1.000000,1.000000
362,2.033525,0.000000,1.000000,1.000000
363,2.036808,0.000000,1.000000,1.000000
364,2.040133,0.000000,1.000000,1.000000
365,2.066025,0.000000,1.000000,1.000000
366,2.091885,0.000000,1.000000,1.000000
367,2.092178,0.000000,1.000000,1.000000
368,2.093267,0.000000,1.000000,1.000000
369,2.096804,0.000000,1.000000,1.000000
370,2.100077,0.000000,1.000000,1.000000
371,2.103512,0.000000,1.000000,1.000000
372,2.106745,0.000000,1.000000,1.000000
373,2.110182,0.000000,1.000000,1.000000
374,2.113434,0.000000,1.000000,1.000000
375,2.116838,0.000000,1.000000,1.000000
376,2.120041,0.000000,1.000000,1.000000
377,2.123493,0.000000,1.000000,1.000000
378,2.126759,0.000000,1.000000,1.000000
379,2.130159,0.000000,1.000000,1.000000
380,2.133528,0.000000,1.000000,1.000000
381,2.136787,0.000000,1.000000,1.000000
382,2.140228,0.000000,1.000000,1.000000
383,2.143646,0.000000,1.000000,1.000000
384,2.168968,0.000000,1.000000,1.000000
385,2.194994,0.000000,1.000000,1.000000
386,2.195299,0.000000,1.000000,1.000000
387,2.197075,0.000000,1.000000,1.000000
388,2.200397,0.000000,1.000000,1.000000
389,2.203495,0.000000,1.000000,1.000000
390,2.206612,0.000000,1.000000,1.000000
391,2.210258,0.000000,1.000000,1.000000
392,2.213694,0.000000,1.000000,1.000000
393,2.216925,0.000000,1.000000,1.000000
394,2.220377,0.000000,1.000000,1.000000
395,2.223600,0.000000,1.000000,1.000000
396,2.226736,0.000000,1.000000,1.000000
397,2.230217,0.000000,1.000000,1.000000
398,2.233545,0.000000,1.000000,1.000000
399,2.236612,0.000000,1.000000,1.000000
400,2.240236,0.000000,1.000000,1.000000
401,2.243382,0.000000,1.000000,1.000000
402,2.268574,0.000000,1.000000,1.000000
403,2.294184,0.000000,1.000000,1.000000
404,2.294535,0.000000,1.000000,1.000000
405,2.296730,0.000000,1.000000,1.000000
406,2.300228,0.000000,1.000000,1.000000
