wallTime,elapsed,local,requested,repeated,count,kind,x,y,z,fx,fy,fz,duration,remaining,radius,owner,first,second,split,cycle,process
63925005560.0696,4.599228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.1364,4.659218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.2032,4.699211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.2684,4.779198,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.3356,4.839188,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.4028,4.919174,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.4698,4.999161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.5359,5.059151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.6021,5.119141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.6685,5.199127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.7198,5.23912,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.786,5.29911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.8362,5.3591,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.9027,5.41909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005560.9539,5.47908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.0202,5.53907,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.087,5.619057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.1537,5.679047,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.2199,5.739037,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.2873,5.799026,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.3536,5.859016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.4199,5.919006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.4866,5.998993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.5533,6.058983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.6206,6.118973,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.6866,6.198959,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.7534,6.278946,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.8205,6.338936,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.8871,6.418922,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005561.9531,6.478912,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.0205,6.538902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.087,6.618889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.1528,6.678879,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.2207,6.738869,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.2874,6.818855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.3371,6.858849,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.3859,6.898842,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.4526,6.958832,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.5199,7.018822,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.5864,7.098808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.6536,7.158798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.72,7.218788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
