time,elapsed,host,local,round,held,charge,spin,torso,arm,shoeState,shoeSpin,bodyX,bodyZ
20.6425,9.7543,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
20.6930,9.8048,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
20.7440,9.8558,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
20.7954,9.9072,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
20.8466,9.9584,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
20.8975,10.0093,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
20.9486,10.0604,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.0003,10.1121,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.0517,10.1635,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.1027,10.2145,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.1530,10.2648,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.2032,10.3150,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.2543,10.3661,1,0,1,1,1.0000,-0.7000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.3054,10.4172,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.3559,10.4677,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.4063,10.5181,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.4571,10.5689,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.5073,10.6191,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.5579,10.6697,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.6087,10.7205,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.6601,10.7719,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.7264,10.8382,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.7772,10.8890,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.8283,10.9401,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.8800,10.9918,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.9317,11.0435,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
21.9852,11.0970,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.0377,11.1495,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.0898,11.2016,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.1407,11.2525,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.1910,11.3028,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.2424,11.3542,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.2930,11.4048,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.3434,11.4552,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.3944,11.5062,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.4459,11.5577,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.4967,11.6085,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.5497,11.6615,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.5998,11.7116,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.6514,11.7632,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.7019,11.8137,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.7527,11.8646,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.8034,11.9152,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.8550,11.9668,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.9063,12.0182,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
22.9565,12.0683,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
23.0080,12.1198,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
23.0584,12.1702,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
23.1098,12.2216,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
23.1600,12.2718,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
23.2101,12.3219,1,0,1,1,1.0000,0.8000,-16.000,-58.442,1,0.0000,-4.2809,8.5038
