wallTime,elapsed,local,active,remaining,cooldown,visuals,orbit,slow,immune,held,refreshed,x,y,z,ultcharge,variant
63925004123.9758,0.2999496,1,0,0,0,0,0,1,0,0,0,0,0.12,-8,0,1
63925004124.0088,0.3199463,1,0,0,0,0,0,1,0,0,0,0,0.12,-8,0,1
63925004124.0422,0.3599396,1,0,0,0,0,0,1,0,0,0,0,0.12,-8,0,1
63925004124.0757,0.3999329,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.109,0.4199295,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.1423,0.4599228,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.1756,0.4999161,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.2094,0.5199127,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.2415,0.559906,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.2753,0.5998993,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.3081,0.6198959,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.3423,0.6598892,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.3758,0.6998825,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.4081,0.7198792,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.4424,0.7598724,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.4758,0.7998657,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.5093,0.8198624,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.5425,0.8598557,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.5751,0.8998489,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.6083,0.9198456,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.6422,0.9598389,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.6752,0.9998322,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.7084,1.019829,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.7415,1.059822,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
63925004124.7756,1.099815,1,0,0,0,0,0,1,0,1,0,0,0.12,-8,0,1
