sample,frame_ms
0,2.746995
1,13.934700
2,2.738903
3,13.960390
4,2.743304
5,13.906200
6,2.752197
7,13.967200
8,2.762805
9,13.911200
10,2.754500
11,14.032600
12,2.770500
13,13.795600
14,2.731803
15,13.955400
16,2.788995
17,13.950000
18,2.768204
19,13.906200
20,2.775000
21,14.012000
22,2.785403
23,13.578290
24,2.808603
25,13.759500
26,2.755995
27,3.282306
28,2.919296
29,7.943998
30,2.784007
31,13.782090
32,2.733106
33,2.910700
34,3.019799
35,8.093495
36,2.797003
37,13.698300
38,2.808199
39,2.802700
40,3.027402
41,8.110997
42,2.740802
43,13.864100
44,2.731597
45,2.936501
46,2.935998
47,8.183702
48,2.794699
49,13.850500
50,2.906902
51,2.667000
52,2.873299
53,8.380195
54,2.736805
55,13.719800
56,2.787096
57,3.640505
58,2.775999
59,7.904103
60,2.745798
61,13.578100
62,2.791504
63,13.822500
64,2.888499
65,2.694700
66,2.975099
67,8.168204
68,2.776701
69,13.936100
70,2.886699
71,2.832901
72,3.153996
73,7.886203
74,2.739300
75,13.812700
76,3.202204
77,13.517300
78,2.764002
79,13.888900
80,2.856200
81,2.834899
82,3.079202
83,8.001701
84,2.760402
85,13.980500
86,2.752501
87,13.785400
88,2.739902
89,13.891800
90,2.761196
91,13.994700
92,2.750099
93,2.979004
94,3.288301
95,7.867900
96,2.740200
97,13.707700
98,2.754705
99,13.985200
100,2.746301
101,13.960500
102,2.730797
103,13.887300
104,2.763903
105,13.917500
106,2.778005
107,13.977490
108,2.730201
109,13.880600
110,2.771903
111,13.901400
112,2.729797
113,14.068600
114,2.776800
115,13.826100
116,2.734297
117,13.923310
118,2.752494
119,14.046500
120,2.715405
121,13.857200
122,2.741298
123,13.938200
124,2.777601
125,13.956700
126,2.739902
127,13.869700
128,2.740497
129,13.940100
130,2.754400
131,13.997700
132,2.762798
133,13.905800
134,2.764803
135,13.818900
136,2.749299
137,13.996900
138,2.746400
139,13.999200
140,2.738301
141,13.871600
142,2.750602
143,13.960900
144,2.774001
145,13.929500
146,2.737897
147,13.902800
148,2.776800
149,13.963400
150,2.734602
151,13.982700
152,2.763095
153,13.804700
154,2.761600
155,13.930300
156,2.745897
157,14.017200
158,2.745600
159,13.909800
160,2.748802
161,13.872900
162,2.809099
163,13.982600
164,2.727905
165,13.890100
166,2.759099
167,13.836300
168,2.710402
169,14.075200
170,2.754103
171,13.912400
172,2.747895
173,13.840310
174,2.735098
175,14.066600
176,2.726906
177,13.949600
178,2.758603
179,13.880090
180,2.779507
181,13.929000
182,2.742198
183,13.992800
184,2.753402
185,13.831900
186,2.782696
187,13.946300
188,2.740703
189,14.000800
190,2.739498
191,13.882000
192,2.756300
193,13.914100
194,2.759595
195,14.004300
196,2.777700
197,13.854200
198,2.794097
199,13.883600
