sample,frame_ms
0,13.198700
1,3.408397
2,13.246300
3,3.380003
4,13.279700
5,3.375397
6,13.364600
7,3.418799
8,13.210600
9,3.381399
10,13.259100
11,3.385799
12,13.401200
13,3.430704
14,13.165600
15,3.457001
16,13.340200
17,3.416801
18,13.238600
19,3.382703
20,13.278400
21,3.395798
22,13.255700
23,3.393800
24,13.339300
25,3.354202
26,13.629500
27,3.357604
28,13.276600
29,3.339605
30,13.375300
31,3.383397
32,13.233500
33,3.357497
34,13.379300
35,3.353501
36,13.331000
37,3.348398
38,13.383000
39,3.359403
40,13.180190
41,3.366504
42,13.308800
43,3.358999
44,13.475100
45,3.372598
46,13.194700
47,3.357199
48,13.426800
49,3.371903
50,13.352800
51,3.347903
52,13.256600
53,3.359899
54,13.287800
55,3.376403
56,13.439700
57,3.350503
58,13.202800
59,3.345599
60,13.337800
61,3.350199
62,13.389700
63,3.343800
64,13.264200
65,3.340505
66,13.336400
67,3.349901
68,13.290300
69,3.331704
70,13.450800
71,3.373796
72,13.315000
73,3.356704
74,13.306600
75,3.371103
76,13.334600
77,3.347095
78,13.358000
79,3.367900
80,13.275300
81,3.353394
82,13.317600
83,3.345203
84,13.456000
85,3.340604
86,13.247100
87,3.350801
88,13.352200
89,3.368800
90,13.309300
91,3.358695
92,12.991600
93,3.352402
94,13.677300
95,3.343098
96,13.311400
97,3.343303
98,13.066700
99,3.351006
100,13.635300
101,3.362897
102,13.538400
103,3.357100
104,13.073200
105,3.355201
106,13.292210
107,3.361097
108,13.348200
109,3.373597
110,13.327500
111,3.345203
112,13.294600
113,3.463202
114,13.243690
115,3.375106
116,13.424100
117,3.367999
118,13.211300
119,3.364704
120,13.298200
121,3.333702
122,13.384300
123,3.449703
124,13.799600
125,3.423200
126,12.769000
127,3.332001
128,13.337900
129,3.336196
130,13.036100
131,3.373399
132,13.633300
133,3.339902
134,13.301700
135,3.433496
136,12.980400
137,3.344806
138,13.597800
139,3.384999
140,13.307000
141,3.370004
142,13.294100
143,3.373802
144,13.341200
145,3.348200
146,13.397990
147,3.357100
148,13.265100
149,3.347003
150,13.280700
151,3.333702
152,13.375400
153,3.385594
154,13.316600
155,3.366298
156,13.262400
157,3.355003
158,13.332100
159,3.346896
160,13.191900
161,3.348200
162,13.573900
163,3.289498
164,13.392700
165,3.362401
166,12.933800
167,3.380301
168,13.551400
169,3.360700
170,13.175100
171,3.376601
172,13.184300
173,3.364995
174,13.307700
175,3.334899
176,13.464000
177,3.357596
178,13.249100
179,3.395302
