sample,frame_ms
0,2.483000
1,14.140600
2,2.474497
3,14.273000
4,2.479103
5,14.226800
6,2.474901
7,14.122600
8,2.467999
9,14.259200
10,2.464300
11,14.241700
12,2.527898
13,14.102110
14,2.469501
15,14.182400
16,2.454202
17,14.309500
18,2.451800
19,14.225700
20,2.459502
21,14.213000
22,2.468502
23,14.239400
24,2.483298
25,14.163400
26,2.468204
27,14.180100
28,2.467496
29,14.334700
30,2.449199
31,14.140200
32,2.458503
33,14.220500
34,2.452799
35,14.307500
36,2.500801
37,14.129000
38,2.458298
39,14.292400
40,2.459998
41,14.218810
42,2.458397
43,14.177900
44,2.479004
45,14.191790
46,2.693700
47,13.968300
48,2.472902
49,14.256400
50,2.448002
51,14.176000
52,2.442694
53,14.264510
54,2.450900
55,14.290600
56,2.467900
57,14.138200
58,2.498597
59,14.170100
60,2.452197
61,14.312100
62,2.463797
63,14.167600
64,2.458503
65,14.531890
66,2.449603
67,14.322800
68,2.433504
69,14.201700
70,2.459701
71,13.907600
72,2.469905
73,2.681696
74,11.689000
75,2.503699
76,2.738499
77,11.341900
78,2.417297
79,14.142800
80,2.480605
81,2.769494
82,11.610500
83,2.469104
84,2.635098
85,11.558000
86,2.468998
87,2.667999
88,11.527600
89,2.338003
90,2.897201
91,11.441400
92,2.525298
93,2.570302
94,11.601200
95,2.468204
96,14.218300
97,2.462500
98,2.598002
99,11.581100
100,2.443197
101,14.228900
102,2.445295
103,2.592800
104,2.421003
105,9.191298
106,2.448399
107,14.209000
108,2.473604
109,2.570996
110,2.431604
111,9.287698
112,2.484800
113,14.162900
114,2.430003
115,2.596797
116,2.454705
117,9.147796
118,2.453104
119,14.363700
120,2.452600
121,2.745500
122,2.619501
123,8.787996
124,2.482100
125,14.159000
126,2.442503
127,2.590398
128,2.438804
129,9.311296
130,2.468204
131,14.135100
132,2.427501
133,2.844700
134,2.410601
135,8.969395
136,2.441801
137,14.345300
138,2.445096
139,2.600404
140,2.440398
141,9.152700
142,2.467198
143,14.153300
144,2.436799
145,2.556505
146,2.435296
147,9.335502
148,2.455896
149,14.229200
150,2.457200
151,2.856399
152,2.486706
153,8.832199
154,2.430095
155,14.299300
156,2.437394
157,2.742800
158,2.687004
159,8.868297
160,2.495203
161,14.069900
162,2.443899
163,2.605003
164,2.454797
165,9.251800
166,2.426800
167,14.270900
168,2.427501
169,2.548597
170,2.439101
171,9.230597
172,2.464902
173,14.230000
174,2.440802
175,2.852700
176,2.681704
177,8.765201
178,2.455300
179,14.157400
180,2.430598
181,2.865802
182,2.596797
183,8.753004
184,2.462294
185,14.256510
186,2.486196
187,2.679698
188,2.647002
189,8.873002
190,2.456101
191,14.183800
192,2.438194
193,2.603004
194,2.461196
195,9.232200
196,2.442099
197,14.176110
198,2.443799
199,2.729897
200,2.462302
201,9.056102
202,2.442297
203,14.306300
204,2.444005
205,2.763499
206,2.694997
207,8.789598
208,2.449504
209,14.171000
210,2.730903
211,3.916603
212,2.488400
213,7.732696
214,2.521400
215,14.035400
216,2.402097
217,2.698299
218,2.440505
219,9.099497
220,2.470798
221,14.158800
222,2.430400
223,2.611501
224,2.460899
225,9.269699
226,2.528706
227,14.144100
228,2.412500
229,2.795699
230,2.465497
231,8.975503
