sample,frame_ms
0,2.659099
1,13.999300
2,2.070500
3,2.892304
4,2.889895
5,8.841405
6,2.270600
7,14.419100
8,2.073399
9,2.432306
10,2.255995
11,9.957100
12,2.322399
13,14.278500
14,2.194104
15,2.596499
16,2.593601
17,9.372194
18,2.347803
19,14.338200
20,1.985898
21,2.537599
22,2.523498
23,9.570806
24,2.079294
25,14.615200
26,2.179904
27,2.772102
28,2.211097
29,9.660204
30,2.239094
31,14.255510
32,2.096195
33,2.780301
34,2.459502
35,9.412797
36,2.214605
37,14.538700
38,1.955796
39,2.911203
40,2.119303
41,9.638896
42,2.008404
43,14.608700
44,1.903600
45,2.901403
46,2.182101
47,9.799299
48,2.034297
49,14.557100
50,1.874405
51,2.604599
52,2.198696
53,10.022300
54,2.914505
55,13.849200
56,1.984899
57,3.050397
58,2.056300
59,9.632001
60,2.039498
61,14.460910
62,1.855896
63,2.885700
64,2.313499
65,9.736501
66,2.043998
67,14.619600
68,1.886402
69,2.972605
70,2.081300
71,9.697399
72,1.948795
73,14.767700
74,3.273002
75,3.711898
76,2.065200
77,8.011798
78,2.082901
79,14.144910
80,2.063598
81,2.776098
82,2.411798
83,9.545699
84,2.212401
85,14.496300
86,1.979500
87,2.500999
88,2.249100
89,9.807802
90,2.092297
91,14.651110
92,1.917198
93,3.032299
94,2.268601
95,9.593899
96,2.079401
97,14.491700
98,1.933298
99,2.783397
100,2.593700
101,9.394105
102,2.118396
103,14.620300
104,2.011600
105,2.608404
106,2.345394
107,9.653104
108,1.951502
109,14.679600
110,1.924398
111,2.889102
112,2.285601
113,9.682100
114,2.067800
115,14.547190
116,1.907306
117,2.987096
118,2.596804
119,9.210197
120,2.235303
121,14.490300
122,1.899398
123,3.518998
124,2.296903
125,9.023200
126,2.251396
127,14.274100
128,2.062706
129,2.413896
130,2.641100
131,9.653203
132,2.073902
133,14.605800
134,1.899398
135,2.802905
136,2.269196
137,9.641504
138,1.932894
139,14.813900
140,1.970104
141,2.859099
142,2.252097
143,9.676000
144,1.964102
145,14.559000
146,2.052204
147,2.410197
148,2.447902
149,9.822301
150,1.950496
151,14.829400
152,2.068502
153,2.944296
154,2.417000
155,9.175304
156,1.917602
157,14.738600
158,2.001899
159,3.020302
160,2.172895
161,9.593601
162,2.007802
163,14.548100
164,1.880201
165,2.695394
166,2.031703
167,10.076400
168,1.975701
169,14.804000
170,1.951701
171,2.828295
172,2.391404
173,9.454096
174,1.898902
175,14.775900
176,1.922399
177,2.696903
178,2.226198
179,9.911699
180,2.200000
181,13.964800
182,2.186997
183,3.282703
184,2.459396
185,9.358801
186,1.905598
187,14.658500
188,1.922399
189,14.373700
190,1.996896
191,2.742198
192,2.224901
193,9.836204
194,1.994997
195,14.449800
196,1.943899
197,2.867198
198,2.377905
199,9.586196
200,2.056902
201,14.317700
202,2.282696
203,2.549001
204,2.068800
205,9.830300
206,2.039605
207,14.728700
208,1.907795
209,2.980300
210,2.266801
211,9.490199
212,2.078501
213,14.490700
214,1.941497
215,2.591504
216,2.269997
217,10.036500
218,2.126899
219,14.478200
220,1.957795
221,2.949801
222,2.298902
223,9.431597
224,2.005506
225,14.767300
226,1.951701
227,2.819997
228,2.151701
229,9.731200
230,2.225503
231,14.414300
232,3.974001
233,3.656697
234,2.029301
235,7.343700
236,2.043601
237,14.396000
238,2.477998
239,2.686805
240,2.313598
241,9.141001
242,2.031796
243,14.656100
244,1.934502
245,3.018998
246,2.432802
247,9.379499
248,2.042000
249,14.562600
250,1.884602
251,3.182596
252,2.263705
253,9.293899
254,2.169501
255,14.628600
256,1.970401
257,3.015795
258,2.465200
259,9.180301
260,1.987599
261,14.639100
262,1.844600
263,3.012302
264,2.233099
265,9.692999
266,2.077303
267,14.563100
