sample,frame_ms
0,3.196698
1,13.735300
2,3.094005
3,13.268100
4,3.067397
5,13.620200
6,3.083397
7,13.653200
8,3.079599
9,13.528300
10,3.088202
11,13.621700
12,3.101098
13,13.538400
14,3.131498
15,13.565600
16,3.087996
17,13.670800
18,3.088202
19,13.586200
20,3.152402
21,13.469700
22,3.113499
23,13.595500
24,3.086402
25,13.591100
26,3.053097
27,13.627700
28,3.100199
29,13.623310
30,3.100199
31,13.515000
32,3.083099
33,13.596700
34,3.105300
35,13.587900
36,3.102005
37,13.671290
38,3.107405
39,13.526400
40,3.091100
41,13.588100
42,3.090398
43,13.625500
44,3.104698
45,13.491400
46,3.101105
47,13.584590
48,3.101105
49,13.663600
50,3.108298
51,13.567500
52,3.106697
53,13.547000
54,3.079896
55,13.674700
56,3.132398
57,13.470710
58,3.092396
59,13.571300
60,3.101701
61,13.692700
62,3.148498
63,13.419000
64,3.104004
65,13.585600
66,3.159595
67,13.621200
68,3.118304
69,13.470100
70,3.094303
71,13.557700
72,3.092304
73,13.689400
74,3.108801
75,13.504700
76,3.084198
77,13.550100
78,3.096705
79,13.667900
80,3.081399
81,13.580600
82,3.088003
83,13.564200
84,3.089399
85,13.631800
86,3.090802
87,13.612500
88,3.088400
89,13.517800
90,3.128203
91,13.584000
92,3.134198
93,13.588900
94,3.105796
95,13.498200
96,3.091100
97,13.627700
98,3.091100
99,13.702300
100,3.091100
101,13.487500
102,3.157100
103,13.491300
104,3.096202
105,13.656890
106,3.125503
107,13.515400
108,3.086303
109,13.644600
110,3.080896
111,13.645000
112,3.084099
113,13.509700
114,3.078699
115,13.616000
116,3.109800
117,13.732400
118,3.092801
119,13.463100
120,3.228097
121,13.393200
122,3.102799
123,13.616300
124,3.109899
125,13.588500
126,3.114101
127,13.566100
128,3.102204
129,13.565200
130,3.082795
131,13.675400
132,3.084396
133,13.530700
134,3.102799
135,13.554400
136,3.124001
137,13.640600
138,3.071400
139,13.606400
140,3.128699
141,13.498900
142,3.094402
143,13.632600
144,3.095302
145,13.548200
146,3.106704
147,13.602200
148,3.130903
149,13.632700
150,3.129202
151,13.447400
152,3.117900
153,13.549700
154,3.121896
155,13.663500
156,3.108404
157,13.508400
158,3.112202
159,13.496300
160,3.142297
161,13.622400
162,3.085303
163,13.656200
164,3.107100
165,13.453300
166,3.111600
167,13.598800
168,3.136600
169,13.624600
170,3.134198
171,13.451100
172,3.091702
173,13.607600
174,3.103401
175,13.643500
176,3.109899
177,13.516300
178,3.111104
179,13.570600
